Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood
325,000000113127.jpg,dog,horse,0.966117859,-3.283821106,Out,NA,-3.283821106
326,000000514283.jpg,pizza,horse,0.602545738,-44.75525665,Out,NA,-44.75525665
327,000000351910.jpg,zebra,horse,0.999160171,9.335472107,Out,NA,9.335472107
328,000000032458.jpg,car,horse,0.993625045,3.612564087,Out,NA,3.612564087
329,000000219488.jpg,dog,horse,0.999939799,-35.29675293,Out,NA,-35.29675293
330,000000253843.jpg,horse,horse,0.999985337,-22.56783295,In,-22.56783295,NA
331,000000572341.jpg,horse,horse,0.965988457,-19.35540009,In,-19.35540009,NA
332,000000523564.jpg,dog,horse,0.999990344,-17.18138123,Out,NA,-17.18138123
333,000000375347.jpg,pizza,airplane,0.689122915,-53.15473938,Out,NA,-53.15473938
334,000000064733.jpg,pizza,horse,0.751765132,-25.10087585,Out,NA,-25.10087585
335,000000073239.jpg,laptop,airplane,0.902883232,-27.08972168,Out,NA,-27.08972168
336,000000159898.jpg,car,airplane,0.986707032,-30.47975922,Out,NA,-30.47975922
337,000000506766.jpg,pizza,airplane,0.587172151,-53.64837646,Out,NA,-53.64837646
338,000000268885.jpg,book,horse,0.778625131,-5.694244385,Out,NA,-5.694244385
339,000000343903.jpg,pizza,horse,0.9777264,-24.88253021,Out,NA,-24.88253021
340,000000376772.jpg,cat,airplane,0.625846386,-28.92726898,Out,NA,-28.92726898
341,000000080422.jpg,airplane,airplane,0.999784291,80.14852905,In,80.14852905,NA
342,000000384146.jpg,horse,horse,0.999888659,-23.80669403,In,-23.80669403,NA
343,000000351827.jpg,dog,airplane,0.999657869,-10.17520905,Out,NA,-10.17520905
344,000000080982.jpg,zebra,horse,0.998944581,22.00899887,Out,NA,22.00899887
345,000000224753.jpg,car,horse,0.913454413,-88.54986572,Out,NA,-88.54986572
346,000000490268.jpg,car,horse,0.97792381,-53.48867798,Out,NA,-53.48867798
347,000000031345.jpg,cat,airplane,0.821860135,-6.587631226,Out,NA,-6.587631226
348,000000178870.jpg,airplane,airplane,0.999861121,15.94088745,In,15.94088745,NA
349,000000366770.jpg,airplane,airplane,0.999972939,25.30118561,In,25.30118561,NA
350,000000482912.jpg,dog,horse,0.837808371,-16.72573853,Out,NA,-16.72573853
351,000000130645.jpg,car,airplane,0.616081715,-48.90925598,Out,NA,-48.90925598
352,000000408965.jpg,airplane,airplane,0.99978441,62.12691116,In,62.12691116,NA
353,000000130275.jpg,pizza,horse,0.989013851,-20.84091949,Out,NA,-20.84091949
354,000000367699.jpg,dog,horse,0.609796882,-47.76558685,Out,NA,-47.76558685
355,000000162358.jpg,car,airplane,0.521952033,-39.27519226,Out,NA,-39.27519226
356,000000390935.jpg,car,horse,0.999570549,-10.55674744,Out,NA,-10.55674744
357,000000113021.jpg,laptop,airplane,0.832075536,-9.736618042,Out,NA,-9.736618042
358,000000186412.jpg,dog,horse,0.999990106,-13.47750854,Out,NA,-13.47750854
359,000000114521.jpg,dog,horse,0.998807549,-24.77172852,Out,NA,-24.77172852
360,000000514064.jpg,cake,horse,0.998856544,-15.96372986,Out,NA,-15.96372986
361,000000204087.jpg,horse,horse,0.999948382,-10.45535278,In,-10.45535278,NA
362,000000040870.jpg,airplane,airplane,0.999469459,-21.19600677,In,-21.19600677,NA
363,000000514635.jpg,cake,airplane,0.962111056,-78.61949158,Out,NA,-78.61949158
364,000000062477.jpg,car,airplane,0.855911493,-53.70420837,Out,NA,-53.70420837
365,000000359772.jpg,book,horse,0.759165049,-24.72029114,Out,NA,-24.72029114
366,000000418711.jpg,car,horse,0.939986408,-26.82497406,Out,NA,-26.82497406
367,000000343225.jpg,book,horse,0.606422365,-43.97109985,Out,NA,-43.97109985
368,000000186933.jpg,pizza,horse,0.610064149,-46.53623199,Out,NA,-46.53623199
369,000000485485.jpg,car,horse,0.98483175,-27.58890533,Out,NA,-27.58890533
370,000000023630.jpg,zebra,horse,0.99938035,2.639785767,Out,NA,2.639785767
371,000000146150.jpg,book,horse,0.982079029,-35.99958038,Out,NA,-35.99958038
372,000000532461.jpg,airplane,airplane,0.98481214,-44.81523132,In,-44.81523132,NA
373,000000399664.jpg,airplane,airplane,0.999787152,58.3635025,In,58.3635025,NA
374,000000179415.jpg,airplane,airplane,0.978321195,-24.60375977,In,-24.60375977,NA
375,000000359589.jpg,book,airplane,0.979692459,-76.43154907,Out,NA,-76.43154907
376,000000125735.jpg,car,horse,0.999997258,-32.15516663,Out,NA,-32.15516663
377,000000276719.jpg,dog,airplane,0.66754818,-50.47015381,Out,NA,-50.47015381
378,000000146030.jpg,cat,horse,0.999956846,-21.69536591,Out,NA,-21.69536591
379,000000260221.jpg,book,horse,0.994107485,-21.89749146,Out,NA,-21.89749146
380,000000554296.jpg,car,horse,0.891325772,-36.59364319,Out,NA,-36.59364319
381,000000343887.jpg,dog,horse,0.976785123,-34.13769531,Out,NA,-34.13769531
382,000000400149.jpg,cake,horse,0.998040497,-38.96286774,Out,NA,-38.96286774
383,000000474882.jpg,airplane,airplane,0.999971271,-12.12112427,In,-12.12112427,NA
384,000000367491.jpg,cat,horse,0.581056476,11.93875885,Out,NA,11.93875885
385,000000302481.jpg,airplane,airplane,0.99997282,9.332206726,In,9.332206726,NA
386,000000420594.jpg,car,horse,0.935064018,-70.30158997,Out,NA,-70.30158997
387,000000326527.jpg,dog,airplane,0.974782765,-59.90074158,Out,NA,-59.90074158
388,000000571909.jpg,zebra,horse,0.999256313,14.13313675,Out,NA,14.13313675
389,000000095850.jpg,car,airplane,0.549178123,-34.54438782,Out,NA,-34.54438782
390,000000383846.jpg,cat,horse,0.741538107,-32.45490265,Out,NA,-32.45490265
391,000000104888.jpg,laptop,airplane,0.965723753,-35.79694366,Out,NA,-35.79694366
392,000000126936.jpg,car,horse,0.991481781,-10.26112366,Out,NA,-10.26112366
393,000000154179.jpg,pizza,horse,0.99073559,-59.83531189,Out,NA,-59.83531189
394,000000423005.jpg,car,airplane,0.927020848,5.098510742,Out,NA,5.098510742
395,000000466519.jpg,dog,horse,0.795138955,-26.11054993,Out,NA,-26.11054993
396,000000121783.jpg,cat,horse,0.942632675,-38.89859009,Out,NA,-38.89859009
397,000000506030.jpg,cake,horse,0.912235677,-30.86159515,Out,NA,-30.86159515
398,000000112688.jpg,cake,horse,0.695572734,-6.641517639,Out,NA,-6.641517639
399,000000555494.jpg,pizza,horse,0.838347733,-2.456245422,Out,NA,-2.456245422
400,000000301461.jpg,horse,horse,0.999885082,-32.49829865,In,-32.49829865,NA
401,000000245664.jpg,laptop,airplane,0.850586236,-3.870010376,Out,NA,-3.870010376
402,000000154621.jpg,cake,horse,0.974834204,-44.91744232,Out,NA,-44.91744232
403,000000223836.jpg,car,horse,0.891574919,-53.25619507,Out,NA,-53.25619507
404,000000106047.jpg,horse,horse,0.998659134,-70.58050537,In,-70.58050537,NA
405,000000048044.jpg,laptop,horse,0.781653106,-9.903411865,Out,NA,-9.903411865
406,000000252147.jpg,book,horse,0.64781338,-39.79881287,Out,NA,-39.79881287
407,000000354819.jpg,car,airplane,0.746408343,-11.91298676,Out,NA,-11.91298676
408,000000518462.jpg,car,horse,0.867480516,-45.59877014,Out,NA,-45.59877014
409,000000220118.jpg,dog,horse,0.967933357,-8.065177917,Out,NA,-8.065177917
410,000000047387.jpg,dog,horse,0.995767355,-40.21174622,Out,NA,-40.21174622
411,000000113630.jpg,zebra,horse,0.999387264,14.03847122,Out,NA,14.03847122
412,000000089044.jpg,zebra,horse,0.999523044,6.808719635,Out,NA,6.808719635
413,000000243839.jpg,laptop,airplane,0.991117775,-31.8214035,Out,NA,-31.8214035
414,000000194758.jpg,cat,airplane,0.762939811,-15.12285614,Out,NA,-15.12285614
415,000000178389.jpg,pizza,horse,0.996633947,-19.21265411,Out,NA,-19.21265411
416,000000571835.jpg,cat,horse,0.970054805,-16.60402679,Out,NA,-16.60402679
417,000000353915.jpg,car,airplane,0.872779429,-30.29801941,Out,NA,-30.29801941
418,000000422995.jpg,car,airplane,0.966118515,-19.15557098,Out,NA,-19.15557098
419,000000071811.jpg,dog,airplane,0.606580436,-70.35934448,Out,NA,-70.35934448
420,000000203131.jpg,book,horse,0.862265289,-23.79085541,Out,NA,-23.79085541
421,000000155355.jpg,zebra,horse,0.999312878,13.13101578,Out,NA,13.13101578
422,000000375201.jpg,book,horse,0.919344664,-100.4854584,Out,NA,-100.4854584
423,000000286101.jpg,airplane,airplane,0.999517679,84.58958435,In,84.58958435,NA
424,000000186524.jpg,cake,horse,0.992071569,-55.0333252,Out,NA,-55.0333252
425,000000031288.jpg,dog,horse,0.958122313,-36.74575043,Out,NA,-36.74575043
426,000000418505.jpg,car,horse,0.622735202,-10.26876068,Out,NA,-10.26876068
427,000000457383.jpg,car,horse,0.685067415,-29.09152985,Out,NA,-29.09152985
428,000000129753.jpg,cake,horse,0.932889342,-29.27696991,Out,NA,-29.27696991
429,000000514806.jpg,book,horse,0.997633696,-6.034469604,Out,NA,-6.034469604
430,000000254983.jpg,car,horse,0.889758766,-23.65072632,Out,NA,-23.65072632
431,000000392358.jpg,car,airplane,0.898503542,-22.80960083,Out,NA,-22.80960083
432,000000163136.jpg,car,horse,0.99911505,-24.09301758,Out,NA,-24.09301758
433,000000385438.jpg,car,horse,0.993173778,-25.08506012,Out,NA,-25.08506012
434,000000554891.jpg,car,horse,0.935967326,-28.40502167,Out,NA,-28.40502167
435,000000416875.jpg,cake,horse,0.854275286,-34.09739685,Out,NA,-34.09739685
436,000000024238.jpg,pizza,horse,0.736462235,-15.2687912,Out,NA,-15.2687912
437,000000420081.jpg,car,airplane,0.960691571,-4.486442566,Out,NA,-4.486442566
438,000000580651.jpg,dog,horse,0.93210578,-46.92523956,Out,NA,-46.92523956
439,000000219291.jpg,cake,horse,0.601550221,-49.80618286,Out,NA,-49.80618286
440,000000127786.jpg,car,horse,0.700475574,-15.97957611,Out,NA,-15.97957611
441,000000032190.jpg,horse,horse,0.989991307,-4.848312378,In,-4.848312378,NA
442,000000170765.jpg,book,horse,0.899931788,-38.8553772,Out,NA,-38.8553772
443,000000448600.jpg,cake,horse,0.993845284,-51.78090668,Out,NA,-51.78090668
444,000000227440.jpg,pizza,horse,0.600679994,-39.02267456,Out,NA,-39.02267456
445,000000530898.jpg,cake,horse,0.966041386,-48.66118622,Out,NA,-48.66118622
446,000000318475.jpg,pizza,airplane,0.636104703,-50.78822327,Out,NA,-50.78822327
447,000000450577.jpg,car,horse,0.999304652,-1.298202515,Out,NA,-1.298202515
448,000000326335.jpg,pizza,horse,0.52747184,-19.83571625,Out,NA,-19.83571625
449,000000224053.jpg,car,airplane,0.658308625,-44.95457458,Out,NA,-44.95457458
450,000000310262.jpg,dog,horse,0.997460723,-32.20488739,Out,NA,-32.20488739
451,000000064092.jpg,horse,horse,0.999803364,-100.9486694,In,-100.9486694,NA
452,000000441411.jpg,cat,horse,0.999337018,-34.3973465,Out,NA,-34.3973465
453,000000065292.jpg,horse,horse,0.994241476,-9.397445679,In,-9.397445679,NA
454,000000550874.jpg,car,airplane,0.917631507,-7.666656494,Out,NA,-7.666656494
455,000000211837.jpg,zebra,horse,0.994507968,-46.24373627,Out,NA,-46.24373627
456,000000255769.jpg,car,horse,0.798710704,-48.2754364,Out,NA,-48.2754364
457,000000090106.jpg,airplane,airplane,0.999456346,32.88819122,In,32.88819122,NA
458,000000161941.jpg,book,horse,0.955563486,-37.91583252,Out,NA,-37.91583252
459,000000401291.jpg,airplane,airplane,0.992714226,-32.60824585,In,-32.60824585,NA
460,000000219228.jpg,airplane,airplane,0.999991298,-15.3046875,In,-15.3046875,NA
461,000000072792.jpg,cake,horse,0.742610574,-30.3322525,Out,NA,-30.3322525
462,000000540321.jpg,laptop,horse,0.975529015,-2.116989136,Out,NA,-2.116989136
463,000000226528.jpg,car,horse,0.997670472,-24.53503418,Out,NA,-24.53503418
464,000000505978.jpg,dog,horse,0.924871862,-53.82408142,Out,NA,-53.82408142
465,000000564884.jpg,cat,horse,0.960869968,-91.98112488,Out,NA,-91.98112488
466,000000554006.jpg,car,airplane,0.952021718,-48.60923767,Out,NA,-48.60923767
467,000000456656.jpg,car,horse,0.997700751,-7.006637573,Out,NA,-7.006637573
468,000000359363.jpg,dog,horse,0.989344656,-24.92938232,Out,NA,-24.92938232
469,000000092575.jpg,car,horse,0.979118764,-22.58805847,Out,NA,-22.58805847
470,000000113678.jpg,dog,horse,0.910395861,-18.50730896,Out,NA,-18.50730896
471,000000419378.jpg,car,airplane,0.862991214,-25.800354,Out,NA,-25.800354
472,000000121683.jpg,laptop,airplane,0.915086269,-9.961799622,Out,NA,-9.961799622
473,000000416193.jpg,zebra,horse,0.999459326,-6.056602478,Out,NA,-6.056602478
474,000000318683.jpg,pizza,airplane,0.756627083,-65.39387512,Out,NA,-65.39387512
475,000000517881.jpg,car,airplane,0.999903679,78.96892548,Out,NA,78.96892548
476,000000211644.jpg,laptop,airplane,0.975946426,-128.7541809,Out,NA,-128.7541809
477,000000138961.jpg,book,airplane,0.790266871,-33.78051758,Out,NA,-33.78051758
478,000000481293.jpg,airplane,airplane,0.999824345,48.0809288,In,48.0809288,NA
479,000000138070.jpg,book,horse,0.963763058,-13.45504761,Out,NA,-13.45504761
480,000000155177.jpg,book,airplane,0.729516327,0.374465942,Out,NA,0.374465942
481,000000376247.jpg,horse,horse,0.999881506,-9.802871704,In,-9.802871704,NA
482,000000124055.jpg,car,horse,0.989562809,-96.42402649,Out,NA,-96.42402649
483,000000146078.jpg,book,horse,0.985195637,-20.37417603,Out,NA,-20.37417603
484,000000522256.jpg,car,airplane,0.705981493,-38.97361755,Out,NA,-38.97361755
485,000000171026.jpg,dog,horse,0.82447052,-73.60055542,Out,NA,-73.60055542
486,000000522309.jpg,dog,horse,0.996050775,-71.71669006,Out,NA,-71.71669006
487,000000072556.jpg,cat,airplane,0.765264213,-0.343147278,Out,NA,-0.343147278
488,000000491272.jpg,horse,horse,0.999800146,-8.867485046,In,-8.867485046,NA
489,000000221891.jpg,car,horse,0.666902423,-20.35834503,Out,NA,-20.35834503
490,000000466522.jpg,airplane,horse,0.782884896,-23.97025299,In,-23.97025299,NA
491,000000245201.jpg,dog,airplane,0.871432841,-5.392425537,Out,NA,-5.392425537
492,000000489890.jpg,car,airplane,0.95556742,-86.94799805,Out,NA,-86.94799805
493,000000310669.jpg,horse,horse,0.99957031,45.33033752,In,45.33033752,NA
494,000000325710.jpg,car,airplane,0.690077484,-32.29014587,Out,NA,-32.29014587
495,000000220486.jpg,book,airplane,0.952366292,-13.67980957,Out,NA,-13.67980957
496,000000320117.jpg,car,horse,0.998131335,-12.87368774,Out,NA,-12.87368774
497,000000564099.jpg,book,airplane,0.771770954,10.34373474,Out,NA,10.34373474
498,000000094610.jpg,car,horse,0.997727931,-11.86014557,Out,NA,-11.86014557
499,000000097964.jpg,book,airplane,0.59076333,-3.537322998,Out,NA,-3.537322998
500,000000522938.jpg,car,airplane,0.551684797,8.173202515,Out,NA,8.173202515
501,000000032101.jpg,horse,horse,0.999471009,45.54531097,In,45.54531097,NA
502,000000224017.jpg,car,horse,0.983425677,0.441383362,Out,NA,0.441383362
503,000000343169.jpg,cat,horse,0.992220223,-29.1738739,Out,NA,-29.1738739
504,000000257448.jpg,car,horse,0.704759896,-30.06469727,Out,NA,-30.06469727
505,000000539297.jpg,pizza,horse,0.911384881,-8.03616333,Out,NA,-8.03616333
506,000000376595.jpg,laptop,horse,0.731709778,-42.52507019,Out,NA,-42.52507019
507,000000425288.jpg,cat,horse,0.900656283,-6.473091125,Out,NA,-6.473091125
508,000000556417.jpg,cake,horse,0.989556491,-52.37535095,Out,NA,-52.37535095
509,000000351154.jpg,zebra,horse,0.999202192,13.29543304,Out,NA,13.29543304
510,000000221713.jpg,car,horse,0.530133724,-42.34980774,Out,NA,-42.34980774
511,000000170962.jpg,pizza,airplane,0.768147945,-93.22021484,Out,NA,-93.22021484
512,000000515821.jpg,laptop,horse,0.981390715,-28.74294281,Out,NA,-28.74294281
513,000000465008.jpg,airplane,airplane,0.999715984,65.01785278,In,65.01785278,NA
514,000000481665.jpg,horse,horse,0.999019146,13.11730194,In,13.11730194,NA
515,000000228340.jpg,car,airplane,0.710925519,3.56149292,Out,NA,3.56149292
516,000000112830.jpg,dog,horse,0.997822165,-12.76943207,Out,NA,-12.76943207
517,000000432686.jpg,cat,airplane,0.578099787,-25.87312317,Out,NA,-25.87312317
518,000000284956.jpg,cake,horse,0.995252252,-32.24967957,Out,NA,-32.24967957
519,000000408846.jpg,horse,horse,0.999876618,41.5895462,In,41.5895462,NA
520,000000090173.jpg,car,horse,0.936896324,-27.09145355,Out,NA,-27.09145355
521,000000420825.jpg,car,airplane,0.948524654,-19.86802673,Out,NA,-19.86802673
522,000000524130.jpg,cat,horse,0.9843629,-30.29938507,Out,NA,-30.29938507
523,000000423837.jpg,car,airplane,0.999022961,93.92520142,Out,NA,93.92520142
524,000000483107.jpg,car,airplane,0.913738966,4.93309021,Out,NA,4.93309021
525,000000126770.jpg,car,horse,0.992457986,-22.63297272,Out,NA,-22.63297272
526,000000450687.jpg,car,airplane,0.824493408,-26.95171356,Out,NA,-26.95171356
527,000000006247.jpg,book,horse,0.94763726,-17.02880859,Out,NA,-17.02880859
528,000000580382.jpg,dog,horse,0.948578596,-58.95193481,Out,NA,-58.95193481
529,000000335713.jpg,laptop,horse,0.85538137,-3.242012024,Out,NA,-3.242012024
530,000000028230.jpg,car,horse,0.514319599,-49.65179443,Out,NA,-49.65179443
531,000000105903.jpg,book,horse,0.700578392,-24.65070343,Out,NA,-24.65070343
532,000000540384.jpg,dog,horse,0.983221173,-55.26011658,Out,NA,-55.26011658
533,000000474383.jpg,book,horse,0.999908328,-27.02870178,Out,NA,-27.02870178
534,000000285841.jpg,horse,airplane,0.873658061,-16.95862579,In,-16.95862579,NA
535,000000540582.jpg,book,horse,0.905656278,-48.46892548,Out,NA,-48.46892548
536,000000351112.jpg,airplane,airplane,0.999501824,115.4217834,In,115.4217834,NA
537,000000366787.jpg,cat,horse,0.968534708,-10.46342468,Out,NA,-10.46342468
538,000000456816.jpg,cake,horse,0.980853438,-52.25333405,Out,NA,-52.25333405
539,000000276582.jpg,cake,airplane,0.800487459,-50.58590698,Out,NA,-50.58590698
540,000000440819.jpg,dog,horse,0.999981999,-36.15498352,Out,NA,-36.15498352
541,000000278431.jpg,cat,horse,0.904053628,-44.30123901,Out,NA,-44.30123901
542,000000039014.jpg,cat,airplane,0.990656078,-14.26595306,Out,NA,-14.26595306
543,000000523096.jpg,book,horse,0.987271249,-33.03382874,Out,NA,-33.03382874
544,000000222755.jpg,car,horse,0.978989065,-22.64173889,Out,NA,-22.64173889
545,000000392949.jpg,car,airplane,0.737230599,6.988876343,Out,NA,6.988876343
546,000000124028.jpg,car,horse,0.804684877,4.641555786,Out,NA,4.641555786
547,000000243957.jpg,laptop,airplane,0.694196463,-38.99691772,Out,NA,-38.99691772
548,000000228330.jpg,car,horse,0.563094199,-43.12741089,Out,NA,-43.12741089
549,000000178818.jpg,dog,horse,0.980756223,-19.58068848,Out,NA,-19.58068848
550,000000564680.jpg,cat,horse,0.999512792,-36.91139221,Out,NA,-36.91139221
551,000000540253.jpg,laptop,airplane,0.963243127,-84.7565918,Out,NA,-84.7565918
552,000000260978.jpg,cat,horse,0.981050909,-22.41575623,Out,NA,-22.41575623
553,000000425308.jpg,car,airplane,0.77073133,-99.41001892,Out,NA,-99.41001892
554,000000056701.jpg,book,horse,0.986466825,-34.73692322,Out,NA,-34.73692322
555,000000026026.jpg,car,horse,0.85224247,-68.81504822,Out,NA,-68.81504822
556,000000194820.jpg,laptop,airplane,0.827920496,-24.34088898,Out,NA,-24.34088898
557,000000228206.jpg,dog,horse,0.997952342,-33.02046204,Out,NA,-33.02046204
558,000000254701.jpg,car,horse,0.811896265,-14.6595459,Out,NA,-14.6595459
559,000000254179.jpg,car,horse,0.637542069,-56.4093399,Out,NA,-56.4093399
560,000000318857.jpg,cat,airplane,0.819859326,-8.331718445,Out,NA,-8.331718445
561,000000555476.jpg,car,airplane,0.988339424,-35.14175415,Out,NA,-35.14175415
562,000000581563.jpg,car,airplane,0.804164469,-16.30384064,Out,NA,-16.30384064
563,000000457684.jpg,airplane,airplane,0.999749124,53.01771164,In,53.01771164,NA
564,000000293820.jpg,cake,horse,0.99510777,-38.48558807,Out,NA,-38.48558807
565,000000391480.jpg,laptop,airplane,0.970012963,-25.32610321,Out,NA,-25.32610321
566,000000058089.jpg,car,horse,0.986615419,-35.99254608,Out,NA,-35.99254608
567,000000387379.jpg,car,horse,0.929505348,-62.09690857,Out,NA,-62.09690857
568,000000121677.jpg,cake,horse,0.745902002,-54.47158813,Out,NA,-54.47158813
569,000000455832.jpg,car,airplane,0.999879241,24.32868195,Out,NA,24.32868195
570,000000276849.jpg,book,horse,0.998879135,-23.42724609,Out,NA,-23.42724609
571,000000355967.jpg,car,horse,0.896043718,-8.858390808,Out,NA,-8.858390808
572,000000393159.jpg,airplane,horse,0.742550015,-17.92863464,In,-17.92863464,NA
573,000000452693.jpg,car,airplane,0.598336577,-64.10328674,Out,NA,-64.10328674
574,000000301895.jpg,dog,horse,0.930023551,-13.45727539,Out,NA,-13.45727539
575,000000549471.jpg,car,horse,0.988072395,-11.89254761,Out,NA,-11.89254761
576,000000287535.jpg,car,airplane,0.792268753,-24.93366241,Out,NA,-24.93366241
577,000000449132.jpg,horse,horse,0.948627651,12.3152771,In,12.3152771,NA
578,000000178754.jpg,horse,horse,0.999487042,-22.35825348,In,-22.35825348,NA
579,000000129800.jpg,car,horse,0.934046984,-96.56402588,Out,NA,-96.56402588
580,000000539173.jpg,zebra,horse,0.999610841,-25.52126312,Out,NA,-25.52126312
581,000000546962.jpg,dog,horse,0.98680371,-51.56436157,Out,NA,-51.56436157
