,Item_Number,file,Correct_Category,Estimated_Category,Max_Softmax_Value,Likelihood,In-vs-Out,In-Likelihood,Out-Likelihood,Mean_Part,Min_Part,Quarter_Part,
0,257,000000170780.jpg,book,airplane,0.749685943,-106.4696198,Out,NA,-106.4696198,Out,Out,Out,
0,258,000000277918.jpg,horse,horse,0.999854803,95.99092102,In,95.99092102,NA,In,In,In,
0,259,000000191869.jpg,car,horse,0.755911469,-108.5316162,Out,NA,-108.5316162,Out,Out,Out,
0,260,000000564418.jpg,cake,horse,0.969552279,-94.08616638,Out,NA,-94.08616638,Out,Out,Out,
0,261,000000024132.jpg,laptop,airplane,0.999999762,-41.09919739,Out,NA,-41.09919739,Out,Out,In,
0,262,000000319649.jpg,car,horse,0.818597496,-7.794937134,Out,NA,-7.794937134,In,In,In,
0,263,000000334772.jpg,zebra,horse,0.999775112,80.88339996,Out,NA,80.88339996,In,In,In,
0,264,000000424470.jpg,laptop,airplane,0.999918342,-119.9552765,Out,NA,-119.9552765,Out,Out,Out,
0,265,000000146826.jpg,dog,airplane,0.99799335,-8.673934937,Out,NA,-8.673934937,In,In,In,
0,266,000000106100.jpg,cake,horse,0.999843359,-133.2086182,Out,NA,-133.2086182,Out,Out,Out,
0,267,000000360178.jpg,cat,horse,0.999647617,-59.57304382,Out,NA,-59.57304382,Out,Out,Out,
0,268,000000360191.jpg,car,airplane,0.584980428,-95.47621155,Out,NA,-95.47621155,Out,Out,Out,
0,269,000000519838.jpg,car,horse,0.999981999,-100.2703552,Out,NA,-100.2703552,Out,Out,Out,
0,270,000000547460.jpg,zebra,horse,0.999845147,67.23092651,Out,NA,67.23092651,In,In,In,
0,271,000000137413.jpg,cat,horse,0.875398338,-95.1184082,Out,NA,-95.1184082,Out,Out,Out,
0,272,000000563261.jpg,cake,horse,0.999995232,-119.9184265,Out,NA,-119.9184265,Out,Out,Out,
0,273,000000007830.jpg,laptop,airplane,1,-109.7453156,Out,NA,-109.7453156,Out,Out,Out,
0,274,000000359133.jpg,car,horse,0.972042024,-91.44393921,Out,NA,-91.44393921,Out,Out,Out,
0,275,000000204683.jpg,cake,airplane,1,-149.6059723,Out,NA,-149.6059723,Out,Out,Out,
0,276,000000105247.jpg,pizza,airplane,0.711848736,-127.5974274,Out,NA,-127.5974274,Out,Out,Out,
0,277,000000286166.jpg,horse,horse,1,19.69270325,In,19.69270325,NA,In,In,In,
0,278,000000423875.jpg,car,airplane,0.999936461,-46.60029602,Out,NA,-46.60029602,Out,Out,In,
0,279,000000229352.jpg,car,airplane,0.999999881,-149.0553436,Out,NA,-149.0553436,Out,Out,Out,
0,280,000000358462.jpg,car,horse,0.999999166,115.0357361,Out,NA,115.0357361,In,In,In,
0,281,000000548428.jpg,airplane,airplane,0.999999881,54.03813171,In,54.03813171,NA,In,In,In,
0,282,000000387161.jpg,car,airplane,0.999999404,122.1100311,Out,NA,122.1100311,In,In,In,
0,283,000000416325.jpg,book,horse,0.999474823,-112.2221985,Out,NA,-112.2221985,Out,Out,Out,
0,284,000000007522.jpg,zebra,horse,0.999669671,84.89004517,Out,NA,84.89004517,In,In,In,
0,285,000000309872.jpg,dog,horse,0.601412952,-81.73547363,Out,NA,-81.73547363,Out,Out,Out,
0,286,000000326058.jpg,horse,horse,0.998567104,-31.86244202,In,-31.86244202,NA,Out,Out,In,
0,287,000000097210.jpg,cake,horse,1,-121.921936,Out,NA,-121.921936,Out,Out,Out,
0,288,000000376472.jpg,cat,horse,0.566872001,-35.67332458,Out,NA,-35.67332458,Out,Out,In,
0,289,000000352107.jpg,dog,airplane,0.997521102,-12.81767273,Out,NA,-12.81767273,In,In,In,
0,290,000000171090.jpg,zebra,horse,0.999900699,80.6867218,Out,NA,80.6867218,In,In,In,
0,291,000000220216.jpg,book,airplane,0.990153253,-99.31907654,Out,NA,-99.31907654,Out,Out,Out,
0,292,000000030448.jpg,car,airplane,1,-46.40139771,Out,NA,-46.40139771,Out,Out,In,
0,293,000000448558.jpg,book,airplane,0.996723354,-130.7863922,Out,NA,-130.7863922,Out,Out,Out,
0,294,000000368219.jpg,cake,airplane,0.899208188,-93.18867493,Out,NA,-93.18867493,Out,Out,Out,
0,295,000000390288.jpg,car,airplane,1,-104.1487579,Out,NA,-104.1487579,Out,Out,Out,
0,296,000000564073.jpg,airplane,airplane,1,86.14178467,In,86.14178467,NA,In,In,In,
0,297,000000432339.jpg,pizza,airplane,0.999991655,-96.81129456,Out,NA,-96.81129456,Out,Out,Out,
0,298,000000276797.jpg,airplane,airplane,1,123.5774689,In,123.5774689,NA,In,In,In,
0,299,000000294892.jpg,car,horse,0.818640411,23.45045471,Out,NA,23.45045471,In,In,In,
0,300,000000196311.jpg,book,airplane,0.857025564,-53.11836243,Out,NA,-53.11836243,Out,Out,Out,
0,301,000000458321.jpg,laptop,airplane,0.977096379,-64.41670227,Out,NA,-64.41670227,Out,Out,Out,
0,302,000000442097.jpg,book,horse,0.997335494,-87.12010193,Out,NA,-87.12010193,Out,Out,Out,
0,303,000000499512.jpg,airplane,airplane,0.999999642,-63.00820923,In,-63.00820923,NA,Out,Out,Out,
0,304,000000129328.jpg,zebra,horse,0.999637365,73.24226379,Out,NA,73.24226379,In,In,In,
0,305,000000351203.jpg,cat,horse,0.999649644,-99.49572754,Out,NA,-99.49572754,Out,Out,Out,
0,306,000000580827.jpg,book,horse,0.999996662,-25.67333984,Out,NA,-25.67333984,Out,Out,In,
0,307,000000425859.jpg,book,horse,0.997874141,-62.2147522,Out,NA,-62.2147522,Out,Out,Out,
0,308,000000309531.jpg,airplane,horse,0.988358974,-101.1790161,In,-101.1790161,NA,Out,Out,Out,
0,309,000000212403.jpg,horse,horse,1,-54.16061401,In,-54.16061401,NA,Out,Out,Out,
0,310,000000064834.jpg,laptop,airplane,0.999981046,-33.8561554,Out,NA,-33.8561554,Out,Out,In,
0,311,000000097380.jpg,cat,airplane,0.999952435,-125.0535431,Out,NA,-125.0535431,Out,Out,Out,
0,312,000000489900.jpg,car,airplane,0.787073791,-72.27748108,Out,NA,-72.27748108,Out,Out,Out,
0,313,000000342921.jpg,horse,horse,1,-42.15403748,In,-42.15403748,NA,Out,Out,In,
0,314,000000335301.jpg,book,airplane,0.997839153,-150.4037018,Out,NA,-150.4037018,Out,Out,Out,
0,315,000000310861.jpg,zebra,horse,0.999694347,73.9551239,Out,NA,73.9551239,In,In,In,
0,316,000000106043.jpg,zebra,horse,0.999144793,71.81174469,Out,NA,71.81174469,In,In,In,
0,317,000000325710.jpg,pizza,airplane,0.996700346,-207.368576,Out,NA,-207.368576,Out,Out,Out,
0,318,000000547769.jpg,pizza,airplane,0.648123622,-89.67036438,Out,NA,-89.67036438,Out,Out,Out,
0,319,000000474390.jpg,airplane,airplane,0.999995112,130.1828613,In,130.1828613,NA,In,In,In,
0,320,000000125829.jpg,car,airplane,0.649007261,-61.69219971,Out,NA,-61.69219971,Out,Out,Out,
0,321,000000452087.jpg,car,airplane,0.997975051,-74.57487488,Out,NA,-74.57487488,Out,Out,Out,
0,322,000000531395.jpg,horse,airplane,0.525299847,-1.966049194,In,-1.966049194,NA,In,In,In,
0,323,000000094210.jpg,car,horse,0.996974826,-63.88607788,Out,NA,-63.88607788,Out,Out,Out,
0,324,000000157133.jpg,car,airplane,0.999998808,-98.1186676,Out,NA,-98.1186676,Out,Out,Out,
0,325,000000113127.jpg,dog,horse,0.847167015,-87.57972717,Out,NA,-87.57972717,Out,Out,Out,
0,326,000000514283.jpg,pizza,airplane,0.874997318,-126.7567902,Out,NA,-126.7567902,Out,Out,Out,
0,327,000000351910.jpg,zebra,horse,0.999496937,74.58792114,Out,NA,74.58792114,In,In,In,
0,328,000000032458.jpg,car,horse,0.999739826,-2.327270508,Out,NA,-2.327270508,In,In,In,
0,329,000000219488.jpg,dog,horse,1,-64.7963562,Out,NA,-64.7963562,Out,Out,Out,
0,330,000000253843.jpg,horse,horse,1,-9.32144165,In,-9.32144165,NA,In,In,In,
0,331,000000572341.jpg,horse,horse,0.986878574,-105.0850525,In,-105.0850525,NA,Out,Out,Out,
0,332,000000523564.jpg,dog,horse,1,-101.1293945,Out,NA,-101.1293945,Out,Out,Out,
0,333,000000375347.jpg,pizza,airplane,0.999871492,-98.47901917,Out,NA,-98.47901917,Out,Out,Out,
0,334,000000064733.jpg,pizza,airplane,0.623135448,-91.25544739,Out,NA,-91.25544739,Out,Out,Out,
0,335,000000073239.jpg,laptop,airplane,0.999999523,-34.63313293,Out,NA,-34.63313293,Out,Out,In,
0,336,000000159898.jpg,car,airplane,1,-125.7659454,Out,NA,-125.7659454,Out,Out,Out,
0,337,000000506766.jpg,pizza,airplane,0.647066772,-107.2326813,Out,NA,-107.2326813,Out,Out,Out,
0,338,000000268885.jpg,book,airplane,0.995961726,-72.52458191,Out,NA,-72.52458191,Out,Out,Out,
0,339,000000343903.jpg,pizza,airplane,0.663032353,-94.2648468,Out,NA,-94.2648468,Out,Out,Out,
0,340,000000376772.jpg,cat,airplane,0.997676909,-91.29310608,Out,NA,-91.29310608,Out,Out,Out,
0,341,000000080422.jpg,airplane,airplane,0.999999285,106.8877106,In,106.8877106,NA,In,In,In,
0,342,000000384146.jpg,horse,horse,1,-17.85780334,In,-17.85780334,NA,Out,Out,In,
0,343,000000351827.jpg,dog,airplane,1,-3.16267395,Out,NA,-3.16267395,In,In,In,
0,344,000000080982.jpg,zebra,horse,0.999496579,72.44570923,Out,NA,72.44570923,In,In,In,
0,345,000000224753.jpg,car,airplane,0.999997497,-63.03146362,Out,NA,-63.03146362,Out,Out,Out,
0,346,000000490268.jpg,car,horse,0.981755078,-62.43067932,Out,NA,-62.43067932,Out,Out,Out,
0,347,000000031345.jpg,cat,airplane,0.999992371,-67.4526825,Out,NA,-67.4526825,Out,Out,Out,
0,348,000000178870.jpg,airplane,airplane,1,84.86381531,In,84.86381531,NA,In,In,In,
0,349,000000366770.jpg,airplane,airplane,1,63.70237732,In,63.70237732,NA,In,In,In,
0,350,000000482912.jpg,dog,airplane,0.997827351,-122.7798615,Out,NA,-122.7798615,Out,Out,Out,
0,351,000000130645.jpg,car,airplane,0.916454434,-19.37095642,Out,NA,-19.37095642,Out,Out,In,
0,352,000000408965.jpg,airplane,airplane,0.999999404,88.55686951,In,88.55686951,NA,In,In,In,
0,353,000000130275.jpg,pizza,horse,0.810655832,-100.9609985,Out,NA,-100.9609985,Out,Out,Out,
0,354,000000367699.jpg,dog,airplane,0.975155234,-105.3324738,Out,NA,-105.3324738,Out,Out,Out,
0,355,000000162358.jpg,car,airplane,0.999997735,-43.90568542,Out,NA,-43.90568542,Out,Out,In,
0,356,000000390935.jpg,car,horse,1,85.85874939,Out,NA,85.85874939,In,In,In,
0,357,000000113021.jpg,laptop,airplane,0.999976158,-46.14299011,Out,NA,-46.14299011,Out,Out,In,
0,358,000000186412.jpg,dog,horse,1,-85.8894043,Out,NA,-85.8894043,Out,Out,Out,
0,359,000000114521.jpg,dog,horse,0.999699593,-110.1262207,Out,NA,-110.1262207,Out,Out,Out,
0,360,000000514064.jpg,cake,horse,0.953214705,-120.6620483,Out,NA,-120.6620483,Out,Out,Out,
0,361,000000204087.jpg,horse,horse,1,-29.36875916,In,-29.36875916,NA,Out,Out,In,
0,362,000000040870.jpg,airplane,airplane,0.999999881,40.47076416,In,40.47076416,NA,In,In,In,
0,363,000000514635.jpg,cake,airplane,0.999998689,-135.3382111,Out,NA,-135.3382111,Out,Out,Out,
0,364,000000062477.jpg,car,airplane,0.999908447,-43.50483704,Out,NA,-43.50483704,Out,Out,In,
0,365,000000359772.jpg,book,airplane,0.995051205,-57.89888,Out,NA,-57.89888,Out,Out,Out,
0,366,000000418711.jpg,car,horse,0.999297261,-82.09918213,Out,NA,-82.09918213,Out,Out,Out,
0,367,000000343225.jpg,book,airplane,0.999910951,-29.28082275,Out,NA,-29.28082275,Out,Out,In,
0,368,000000186933.jpg,pizza,airplane,0.999878526,-136.1914215,Out,NA,-136.1914215,Out,Out,Out,
0,369,000000485485.jpg,car,airplane,0.542720675,-51.31694031,Out,NA,-51.31694031,Out,Out,Out,
0,370,000000023630.jpg,zebra,horse,0.999555647,79.27864075,Out,NA,79.27864075,In,In,In,
0,371,000000146150.jpg,book,horse,0.999925852,-121.7572021,Out,NA,-121.7572021,Out,Out,Out,
0,372,000000532461.jpg,airplane,airplane,0.999994397,8.687408447,In,8.687408447,NA,In,In,In,
0,373,000000399664.jpg,airplane,airplane,0.999999642,92.0790863,In,92.0790863,NA,In,In,In,
0,374,000000179415.jpg,airplane,airplane,0.999999404,-21.73246765,In,-21.73246765,NA,Out,Out,In,
0,375,000000359589.jpg,book,airplane,1,-110.3575592,Out,NA,-110.3575592,Out,Out,Out,
0,376,000000125735.jpg,car,horse,1,78.92990112,Out,NA,78.92990112,In,In,In,
0,377,000000276719.jpg,dog,airplane,0.999876261,-121.6302948,Out,NA,-121.6302948,Out,Out,Out,
0,378,000000146030.jpg,cat,horse,1,-95.61590576,Out,NA,-95.61590576,Out,Out,Out,
0,379,000000260221.jpg,book,horse,0.936568081,-105.5411987,Out,NA,-105.5411987,Out,Out,Out,
0,380,000000554296.jpg,car,horse,0.999940276,-87.41674805,Out,NA,-87.41674805,Out,Out,Out,
0,381,000000343887.jpg,dog,horse,0.993608713,-131.1223755,Out,NA,-131.1223755,Out,Out,Out,
0,382,000000400149.jpg,cake,horse,0.999999642,-106.2764282,Out,NA,-106.2764282,Out,Out,Out,
0,383,000000474882.jpg,airplane,airplane,1,4.578613281,In,4.578613281,NA,In,In,In,
0,384,000000367491.jpg,cat,airplane,0.999685049,-53.55470276,Out,NA,-53.55470276,Out,Out,Out,
0,385,000000302481.jpg,airplane,airplane,1,-55.62571716,In,-55.62571716,NA,Out,Out,Out,
0,386,000000420594.jpg,car,airplane,0.778620481,-87.423172,Out,NA,-87.423172,Out,Out,Out,
0,387,000000326527.jpg,dog,airplane,0.999999881,-54.21043396,Out,NA,-54.21043396,Out,Out,Out,
0,388,000000571909.jpg,zebra,horse,0.99958843,63.98764801,Out,NA,63.98764801,In,In,In,
0,389,000000095850.jpg,car,horse,0.999642372,-72.60545349,Out,NA,-72.60545349,Out,Out,Out,
0,390,000000383846.jpg,cat,horse,0.977919459,-120.2940063,Out,NA,-120.2940063,Out,Out,Out,
0,391,000000104888.jpg,laptop,airplane,1,-93.56587219,Out,NA,-93.56587219,Out,Out,Out,
0,392,000000126936.jpg,car,horse,0.961655259,-54.83177185,Out,NA,-54.83177185,Out,Out,Out,
0,393,000000154179.jpg,pizza,horse,0.910298467,-85.90635681,Out,NA,-85.90635681,Out,Out,Out,
0,394,000000423005.jpg,car,airplane,0.999999762,-47.02531433,Out,NA,-47.02531433,Out,Out,In,
0,395,000000466519.jpg,dog,airplane,0.998054981,-211.1681671,Out,NA,-211.1681671,Out,Out,Out,
0,396,000000121783.jpg,cat,horse,0.528209746,-55.86402893,Out,NA,-55.86402893,Out,Out,Out,
0,397,000000506030.jpg,cake,airplane,0.830728412,-80.3809967,Out,NA,-80.3809967,Out,Out,Out,
0,398,000000112688.jpg,cake,airplane,0.998951197,-159.0358429,Out,NA,-159.0358429,Out,Out,Out,
0,399,000000555494.jpg,pizza,horse,0.979405463,-80.72717285,Out,NA,-80.72717285,Out,Out,Out,
0,400,000000301461.jpg,horse,horse,1,-45.46664429,In,-45.46664429,NA,Out,Out,In,
0,401,000000245664.jpg,laptop,airplane,0.999999881,-19.63578796,Out,NA,-19.63578796,Out,Out,In,
0,402,000000154621.jpg,cake,airplane,0.64750874,-101.2714996,Out,NA,-101.2714996,Out,Out,Out,
0,403,000000223836.jpg,car,horse,0.996319771,-50.19909668,Out,NA,-50.19909668,Out,Out,In,
0,404,000000106047.jpg,horse,horse,0.999998689,-43.00708008,In,-43.00708008,NA,Out,Out,In,
0,405,000000048044.jpg,laptop,airplane,0.99975282,-70.99317932,Out,NA,-70.99317932,Out,Out,Out,
0,406,000000252147.jpg,book,airplane,0.99996984,-19.28190613,Out,NA,-19.28190613,Out,Out,In,
0,407,000000354819.jpg,car,airplane,0.9411484,-80.98121643,Out,NA,-80.98121643,Out,Out,Out,
0,408,000000518462.jpg,car,airplane,0.549975097,-108.626236,Out,NA,-108.626236,Out,Out,Out,
0,409,000000220118.jpg,dog,horse,0.999877214,-51.57972717,Out,NA,-51.57972717,Out,Out,Out,
0,410,000000047387.jpg,dog,horse,0.999998927,-102.5169678,Out,NA,-102.5169678,Out,Out,Out,
0,411,000000113630.jpg,zebra,horse,0.997548282,-16.581604,Out,NA,-16.581604,Out,In,In,
0,412,000000089044.jpg,zebra,horse,0.999881864,65.99352264,Out,NA,65.99352264,In,In,In,
0,413,000000243839.jpg,laptop,airplane,1,-144.5320587,Out,NA,-144.5320587,Out,Out,Out,
0,414,000000194758.jpg,cat,airplane,0.999186814,-41.34593201,Out,NA,-41.34593201,Out,Out,In,
0,415,000000178389.jpg,pizza,horse,0.998889625,-106.164856,Out,NA,-106.164856,Out,Out,Out,
0,416,000000571835.jpg,cat,horse,0.999808252,-120.0641479,Out,NA,-120.0641479,Out,Out,Out,
0,417,000000353915.jpg,car,airplane,0.999998331,-24.11393738,Out,NA,-24.11393738,Out,Out,In,
0,418,000000422995.jpg,car,airplane,0.999999762,-87.04884338,Out,NA,-87.04884338,Out,Out,Out,
0,419,000000071811.jpg,dog,horse,0.999850631,-106.6818237,Out,NA,-106.6818237,Out,Out,Out,
0,420,000000203131.jpg,book,horse,0.996490657,-166.7445068,Out,NA,-166.7445068,Out,Out,Out,
0,421,000000155355.jpg,zebra,horse,0.99985683,52.97462463,Out,NA,52.97462463,In,In,In,
0,422,000000375201.jpg,book,horse,0.9765414,-79.93554688,Out,NA,-79.93554688,Out,Out,Out,
0,423,000000286101.jpg,airplane,airplane,0.999999404,108.4707489,In,108.4707489,NA,In,In,In,
0,424,000000186524.jpg,cake,horse,0.997802079,-104.7361755,Out,NA,-104.7361755,Out,Out,Out,
0,425,000000031288.jpg,dog,airplane,0.755746365,-114.2362213,Out,NA,-114.2362213,Out,Out,Out,
0,426,000000418505.jpg,car,airplane,0.980890155,-47.87413025,Out,NA,-47.87413025,Out,Out,In,
0,427,000000457383.jpg,car,airplane,0.996510088,-47.5537262,Out,NA,-47.5537262,Out,Out,In,
0,428,000000129753.jpg,cake,horse,0.755195081,-117.6307983,Out,NA,-117.6307983,Out,Out,Out,
0,429,000000514806.jpg,book,horse,0.999587953,-28.83239746,Out,NA,-28.83239746,Out,Out,In,
0,430,000000254983.jpg,car,horse,0.611735404,-35.79400635,Out,NA,-35.79400635,Out,Out,In,
0,431,000000392358.jpg,car,airplane,1,-61.92895508,Out,NA,-61.92895508,Out,Out,Out,
0,432,000000163136.jpg,car,horse,0.999999881,10.28115845,Out,NA,10.28115845,In,In,In,
0,433,000000385438.jpg,car,horse,0.745644987,-59.83053589,Out,NA,-59.83053589,Out,Out,Out,
0,434,000000554891.jpg,car,horse,0.889265835,-77.81396484,Out,NA,-77.81396484,Out,Out,Out,
0,435,000000416875.jpg,cake,airplane,0.999990344,-104.0325165,Out,NA,-104.0325165,Out,Out,Out,
0,436,000000024238.jpg,pizza,airplane,0.868786693,-121.3198395,Out,NA,-121.3198395,Out,Out,Out,
0,437,000000420081.jpg,car,airplane,0.998990834,-70.75434875,Out,NA,-70.75434875,Out,Out,Out,
0,438,000000580651.jpg,dog,horse,0.925024033,-22.5773468,Out,NA,-22.5773468,Out,Out,In,
0,439,000000219291.jpg,cake,airplane,0.996857643,-105.8127594,Out,NA,-105.8127594,Out,Out,Out,
0,440,000000127786.jpg,car,airplane,0.606073558,-121.8080597,Out,NA,-121.8080597,Out,Out,Out,
0,441,000000032190.jpg,horse,horse,0.665757835,-102.6334534,In,-102.6334534,NA,Out,Out,Out,
0,442,000000170765.jpg,book,horse,0.754219294,-59.60348511,Out,NA,-59.60348511,Out,Out,Out,
0,443,000000448600.jpg,cake,horse,0.999682307,-127.4205322,Out,NA,-127.4205322,Out,Out,Out,
0,444,000000227440.jpg,pizza,airplane,0.999619246,-96.1330719,Out,NA,-96.1330719,Out,Out,Out,
0,445,000000530898.jpg,cake,airplane,0.870689631,-192.4675446,Out,NA,-192.4675446,Out,Out,Out,
0,446,000000318475.jpg,pizza,airplane,0.969916523,-103.3366241,Out,NA,-103.3366241,Out,Out,Out,
0,447,000000450577.jpg,car,horse,0.999996185,92.56229401,Out,NA,92.56229401,In,In,In,
0,448,000000326335.jpg,pizza,airplane,0.688147068,-88.31147766,Out,NA,-88.31147766,Out,Out,Out,
0,449,000000224053.jpg,car,airplane,0.999880075,-65.61128235,Out,NA,-65.61128235,Out,Out,Out,
0,450,000000310262.jpg,dog,horse,0.999999762,-89.41358948,Out,NA,-89.41358948,Out,Out,Out,
0,451,000000064092.jpg,horse,horse,0.999999762,-38.23266602,In,-38.23266602,NA,Out,Out,In,
0,452,000000441411.jpg,cat,horse,0.999999881,-88.59635925,Out,NA,-88.59635925,Out,Out,Out,
0,453,000000065292.jpg,horse,horse,0.997330427,-9.838348389,In,-9.838348389,NA,In,In,In,
0,454,000000550874.jpg,car,airplane,0.995377421,-21.12382507,Out,NA,-21.12382507,Out,Out,In,
0,455,000000211837.jpg,zebra,horse,0.87104851,-115.6166992,Out,NA,-115.6166992,Out,Out,Out,
0,456,000000255769.jpg,car,horse,0.974881113,19.167099,Out,NA,19.167099,In,In,In,
0,457,000000090106.jpg,airplane,airplane,1,103.4454269,In,103.4454269,NA,In,In,In,
0,458,000000161941.jpg,book,airplane,0.771160305,-57.28901672,Out,NA,-57.28901672,Out,Out,Out,
0,459,000000401291.jpg,airplane,airplane,1,-88.42247009,In,-88.42247009,NA,Out,Out,Out,
0,460,000000219228.jpg,airplane,airplane,1,11.90470886,In,11.90470886,NA,In,In,In,
0,461,000000072792.jpg,cake,airplane,0.999158621,-53.12594604,Out,NA,-53.12594604,Out,Out,Out,
0,462,000000540321.jpg,laptop,horse,0.974318922,-48.88247681,Out,NA,-48.88247681,Out,Out,In,
0,463,000000226528.jpg,car,horse,0.999920845,-126.2955933,Out,NA,-126.2955933,Out,Out,Out,
0,464,000000505978.jpg,dog,airplane,0.999832749,-133.4514923,Out,NA,-133.4514923,Out,Out,Out,
0,465,000000564884.jpg,cat,horse,0.550034344,-55.85366821,Out,NA,-55.85366821,Out,Out,Out,
0,466,000000554006.jpg,car,airplane,0.99999392,-164.8204803,Out,NA,-164.8204803,Out,Out,Out,
0,467,000000456656.jpg,car,horse,0.925109088,2.340881348,Out,NA,2.340881348,In,In,In,
0,468,000000359363.jpg,dog,horse,0.800058424,-89.40090942,Out,NA,-89.40090942,Out,Out,Out,
0,469,000000092575.jpg,car,horse,0.998763919,-77.06756592,Out,NA,-77.06756592,Out,Out,Out,
0,470,000000113678.jpg,dog,airplane,0.913061798,-92.27497864,Out,NA,-92.27497864,Out,Out,Out,
0,471,000000419378.jpg,car,airplane,0.972233415,-29.47499084,Out,NA,-29.47499084,Out,Out,In,
0,472,000000121683.jpg,laptop,airplane,0.999999881,-43.41468811,Out,NA,-43.41468811,Out,Out,In,
0,473,000000416193.jpg,zebra,horse,0.999822915,67.23220825,Out,NA,67.23220825,In,In,In,
0,474,000000318683.jpg,pizza,airplane,0.959110439,-146.4337006,Out,NA,-146.4337006,Out,Out,Out,
0,475,000000517881.jpg,car,airplane,0.999999523,106.3358459,Out,NA,106.3358459,In,In,In,
0,476,000000211644.jpg,laptop,airplane,0.999999046,-160.861618,Out,NA,-160.861618,Out,Out,Out,
0,477,000000138961.jpg,book,airplane,0.999991059,-113.2664948,Out,NA,-113.2664948,Out,Out,Out,
0,478,000000481293.jpg,airplane,airplane,0.999999881,69.47514343,In,69.47514343,NA,In,In,In,
0,479,000000138070.jpg,book,horse,0.957656324,-3.098571777,Out,NA,-3.098571777,In,In,In,
0,480,000000155177.jpg,book,airplane,0.999969244,-47.3263092,Out,NA,-47.3263092,Out,Out,In,
0,481,000000376247.jpg,horse,horse,1,-8.032485962,In,-8.032485962,NA,In,In,In,
0,482,000000124055.jpg,car,horse,0.997746646,-45.01782227,Out,NA,-45.01782227,Out,Out,In,
0,483,000000146078.jpg,book,horse,0.745245457,-89.51779175,Out,NA,-89.51779175,Out,Out,Out,
0,484,000000522256.jpg,car,airplane,0.999983668,-85.33058167,Out,NA,-85.33058167,Out,Out,Out,
0,485,000000171026.jpg,dog,airplane,0.872576177,-122.1728668,Out,NA,-122.1728668,Out,Out,Out,
0,486,000000522309.jpg,dog,horse,0.999977946,-134.5145874,Out,NA,-134.5145874,Out,Out,Out,
0,487,000000072556.jpg,cat,airplane,0.999997854,-49.26756287,Out,NA,-49.26756287,Out,Out,In,
0,488,000000491272.jpg,horse,horse,1,-74.7166748,In,-74.7166748,NA,Out,Out,Out,
0,489,000000221891.jpg,car,airplane,0.999854326,-79.56639099,Out,NA,-79.56639099,Out,Out,Out,
0,490,000000466522.jpg,airplane,horse,0.999052227,-52.52960205,In,-52.52960205,NA,Out,Out,Out,
0,491,000000245201.jpg,dog,airplane,0.99999547,-68.34126282,Out,NA,-68.34126282,Out,Out,Out,
0,492,000000489890.jpg,car,airplane,0.999999881,-79.93049622,Out,NA,-79.93049622,Out,Out,Out,
0,493,000000310669.jpg,horse,horse,0.999998808,93.19277191,In,93.19277191,NA,In,In,In,
0,494,000000325710.jpg,car,airplane,0.996700346,-191.4807281,Out,NA,-191.4807281,Out,Out,Out,
